index,w_azi,w_spd,b_rte,w_ang,b_sails,b_spd,chrono,lon,lat,spd_perc,w_ang_a
662,258,12.63,109,149,GV Spi,8.16,"0d 17h 50' 30""",4° 18.200',39° 42.357',0.65,149
664,258,12.66,109,149,GV Spi,8.17,"0d 17h 52' 31""",4° 18.536',39° 42.268',0.65,149
666,258,12.68,109,149,GV Spi,8.18,"0d 17h 54' 31""",4° 18.871',39° 42.179',0.65,149
667,258,12.69,109,149,GV Spi,8.19,"0d 17h 55' 31""",4° 19.040',39° 42.134',0.65,149
669,258,12.72,109,149,GV Spi,8.2,"0d 17h 57' 31""",4° 19.375',39° 42.045',0.64,149
671,258,12.74,109,149,GV Spi,8.21,"0d 17h 59' 32""",4° 19.713',39° 41.956',0.64,149
672,258,11.16,109,149,GV Spi,7.43,"0d 18h 00' 32""",4° 19.871',39° 41.914',0.67,149
674,258,11.18,109,149,GV Spi,7.44,"0d 18h 02' 32""",4° 20.177',39° 41.833',0.67,149
677,258,11.2,109,149,GV Spi,7.45,"0d 18h 05' 33""",4° 20.635',39° 41.711',0.67,149
679,257,11.22,109,148,GV Spi,7.53,"0d 18h 07' 33""",4° 20.942',39° 41.630',0.67,148
681,257,11.24,109,148,GV Spi,7.54,"0d 18h 09' 33""",4° 21.252',39° 41.548',0.67,148
683,257,11.25,109,148,GV Spi,7.55,"0d 18h 11' 33""",4° 21.561',39° 41.466',0.67,148
686,257,11.28,109,148,GV Spi,7.56,"0d 18h 14' 34""",4° 22.026',39° 41.343',0.67,148
778,258,9.06,138,120,GV Spi,7.56,"0d 19h 49' 58""",4° 27.347',39° 52.723',0.83,119
779,258,9.07,138,120,GV Spi,7.57,"0d 19h 50' 58""",4° 27.457',39° 52.629',0.83,119
780,258,9.08,138,120,GV Spi,7.58,"0d 19h 51' 58""",4° 27.567',39° 52.534',0.83,119
782,258,9.1,138,120,GV Genois,6.97,"0d 19h 53' 59""",4° 27.780',39° 52.352',0.77,119
783,258,9.11,168,90,GV Genois,6.99,"0d 19h 54' 59""",4° 27.879',39° 52.282',0.77,90
784,258,9.12,153,105,GV Genois,7.1,"0d 19h 55' 59""",4° 27.952',39° 52.179',0.78,105
785,258,9.13,148,110,GV Genois,7.12,"0d 19h 56' 59""",4° 28.033',39° 52.077',0.78,110
786,258,9.14,148,110,GV Spi,7.45,"0d 19h 57' 59""",4° 28.119',39° 51.972',0.82,110
787,258,9.15,148,110,GV Spi,7.46,"0d 19h 58' 59""",4° 28.205',39° 51.866',0.82,110
789,259,7.73,110,149,GV Spi,5.57,"0d 20h 01' 00""",4° 28.382',39° 51.692',0.72,149
790,259,7.74,148,111,GV Genois,6.3,"0d 20h 02' 00""",4° 28.464',39° 51.610',0.81,111
791,259,7.74,110,149,GV Spi,5.57,"0d 20h 03' 00""",4° 28.553',39° 51.549',0.72,149
792,259,7.75,139,120,GV Spi,6.81,"0d 20h 04' 00""",4° 28.651',39° 51.466',0.88,119
794,259,7.76,139,120,GV Spi,6.82,"0d 20h 06' 00""",4° 28.845',39° 51.294',0.88,119
797,258,7.78,138,120,GV Spi,6.83,"0d 20h 09' 00""",4° 29.138',39° 51.036',0.88,119
1072,260,1.42,140,120,GV Spi,1.48,"1d 00h 03' 05""",4° 40.199',40° 06.953',1.04,119
1118,264,1.22,354,-90,GV Genois,1.18,"1d 00h 37' 13""",4° 40.579',40° 07.676',0.97,90
1119,264,1.22,334,-70,GV Genois,1.14,"1d 00h 37' 17""",4° 40.578',40° 07.677',0.93,69
1120,264,1.22,354,-90,GV Genois,1.18,"1d 00h 37' 21""",4° 40.578',40° 07.679',0.97,90
1123,264,1.22,264,0,GV Genois,0.0,"1d 00h 37' 42""",4° 40.578',40° 07.681',0.0,0
1124,264,1.22,85,179,GV Genois,0.09,"1d 00h 37' 46""",4° 40.578',40° 07.681',0.07,179
1125,264,1.22,85,179,GV Spi,0.34,"1d 00h 37' 50""",4° 40.578',40° 07.681',0.28,179
1126,264,1.22,144,120,GV Spi,1.28,"1d 00h 37' 54""",4° 40.579',40° 07.680',1.05,119
1153,193,1.02,313,-120,GV Spi,1.07,"1d 01h 00' 05""",4° 40.837',40° 08.083',1.05,120
1155,193,1.01,73,120,GV Spi,1.06,"1d 01h 03' 41""",4° 40.802',40° 08.121',1.05,119
1169,159,2.04,39,120,GV Spi,2.14,"1d 02h 01' 54""",4° 42.060',40° 08.478',1.05,119
1179,154,2.05,24,130,GV Spi,2.07,"1d 02h 28' 54""",4° 42.798',40° 09.249',1.01,130
1180,154,2.05,90,64,GV Spi,0.91,"1d 02h 28' 58""",4° 42.799',40° 09.251',0.44,64
1181,154,2.05,34,120,GV Spi,2.15,"1d 02h 29' 03""",4° 42.801',40° 09.251',1.05,119
1182,154,2.05,94,60,GV Spi,0.51,"1d 02h 29' 07""",4° 42.803',40° 09.252',0.25,59
1183,154,2.05,94,60,GV Genois,1.79,"1d 02h 29' 11""",4° 42.804',40° 09.252',0.87,59
1184,154,2.05,34,120,GV Spi,2.15,"1d 02h 30' 04""",4° 42.837',40° 09.251',1.05,119
1202,145,3.46,25,120,GV Spi,3.62,"1d 03h 00' 05""",4° 43.566',40° 10.177',1.05,119
1205,145,3.47,253,-108,GV Spi,3.67,"1d 03h 02' 05""",4° 43.629',40° 10.285',1.06,108
1207,145,3.47,25,120,GV Spi,3.63,"1d 03h 02' 22""",4° 43.614',40° 10.284',1.05,119
1208,145,3.47,0,145,GV Spi,2.98,"1d 03h 02' 35""",4° 43.619',40° 10.295',0.86,145
1209,145,3.48,120,25,GV Spi,0.0,"1d 03h 02' 39""",4° 43.619',40° 10.296',0.0,25
1214,143,3.54,23,120,GV Spi,3.7,"1d 03h 13' 17""",4° 43.959',40° 10.887',1.05,119
1293,139,5.38,19,120,GV Spi,5.45,"1d 04h 00' 01""",4° 45.237',40° 13.734',1.01,119
1327,137,5.59,17,120,GV Spi,5.57,"1d 04h 14' 55""",4° 45.779',40° 15.037',1.0,119
1343,136,5.68,72,64,GV 1 Foc 1,4.83,"1d 04h 22' 03""",4° 46.027',40° 15.670',0.85,64
1345,136,5.68,72,64,GV Spi,1.91,"1d 04h 22' 16""",4° 46.031',40° 15.671',0.34,64
1346,136,5.68,72,64,GV Genois,4.83,"1d 04h 22' 20""",4° 46.035',40° 15.672',0.85,64
1350,135,5.69,72,63,GV Genois,4.8,"1d 04h 54' 46""",4° 49.294',40° 16.480',0.84,63
1352,149,4.68,72,77,GV Genois,4.46,"1d 05h 00' 20""",4° 49.841',40° 16.616',0.95,77
1357,148,4.7,72,76,GV Genois,4.47,"1d 05h 17' 10""",4° 51.404',40° 17.003',0.95,76
1367,165,4.14,72,93,GV Genois,4.03,"1d 06h 00' 01""",4° 55.402',40° 17.994',0.97,93
1369,164,4.14,72,92,GV Genois,4.03,"1d 06h 03' 57""",4° 55.733',40° 18.076',0.97,92
1386,161,4.22,72,89,GV Genois,4.08,"1d 06h 58' 52""",5° 00.366',40° 19.224',0.97,89
1388,180,4.08,72,108,GV Genois,3.87,"1d 07h 00' 02""",5° 00.464',40° 19.248',0.95,108
1391,179,4.09,72,107,GV Genois,3.89,"1d 07h 05' 21""",5° 00.893',40° 19.355',0.95,107
1393,178,4.09,72,106,GV Genois,3.91,"1d 07h 14' 54""",5° 01.666',40° 19.546',0.96,106
1397,177,4.11,72,105,GV Genois,3.93,"1d 07h 24' 31""",5° 02.449',40° 19.740',0.96,105
1405,175,4.13,72,103,GV Genois,3.98,"1d 07h 44' 01""",5° 04.051',40° 20.137',0.96,103
1409,189,5.8,72,117,GV Genois,5.06,"1d 10h 24' 13""",5° 18.729',40° 23.773',0.87,117
1410,188,5.8,72,116,GV Genois,5.08,"1d 10h 24' 17""",5° 18.737',40° 23.775',0.88,116
1411,188,5.8,72,116,GV Spi,5.69,"1d 10h 24' 21""",5° 18.744',40° 23.776',0.98,116
1437,184,5.93,72,112,GV Spi,5.78,"1d 10h 43' 13""",5° 20.995',40° 24.333',0.97,112
1459,181,6.05,72,109,GV Spi,5.83,"1d 10h 57' 47""",5° 22.757',40° 24.769',0.96,109
1463,194,4.6,72,122,GV Spi,4.79,"1d 11h 00' 04""",5° 23.032',40° 24.837',1.04,122
1466,193,4.61,72,121,GV Spi,4.81,"1d 11h 02' 50""",5° 23.308',40° 24.906',1.04,121
1469,192,4.62,72,120,GV Spi,4.83,"1d 11h 08' 09""",5° 23.842',40° 25.038',1.05,119
1490,188,4.69,72,116,GV Spi,4.92,"1d 11h 29' 42""",5° 26.028',40° 25.579',1.05,116
1500,186,4.73,72,114,GV Spi,4.97,"1d 11h 40' 32""",5° 27.143',40° 25.854',1.05,114
1506,185,4.75,72,113,GV Spi,5.01,"1d 11h 46' 00""",5° 27.709',40° 25.994',1.05,113
1511,184,4.77,72,112,GV Spi,5.04,"1d 11h 51' 31""",5° 28.287',40° 26.137',1.06,112
1518,183,4.8,72,111,GV Spi,5.08,"1d 11h 57' 03""",5° 28.868',40° 26.281',1.06,111
1521,206,3.4,72,134,GV Spi,3.32,"1d 12h 00' 01""",5° 29.181',40° 26.358',0.98,134
1523,205,3.4,72,133,GV Spi,3.34,"1d 12h 00' 18""",5° 29.200',40° 26.363',0.98,133
1525,204,3.39,72,132,GV Spi,3.36,"1d 12h 07' 53""",5° 29.728',40° 26.494',0.99,132
1530,203,3.41,72,131,GV Spi,3.4,"1d 12h 19' 55""",5° 30.572',40° 26.702',1.0,131
1547,201,3.48,72,129,GV Spi,3.53,"1d 12h 54' 19""",5° 33.047',40° 27.314',1.01,129
1550,239,2.96,72,167,GV Spi,1.52,"1d 13h 00' 04""",5° 33.467',40° 27.418',0.51,167
1552,238,2.96,72,166,GV Spi,1.58,"1d 13h 06' 42""",5° 33.678',40° 27.470',0.53,166
1554,237,2.97,72,165,GV Spi,1.64,"1d 13h 32' 57""",5° 34.542',40° 27.684',0.55,165
1556,236,2.98,72,164,GV Spi,1.69,"1d 13h 58' 43""",5° 35.422',40° 27.901',0.57,164
2958,281,11.02,351,-70,GV Genois,7.25,"2d 20h 33' 07""",8° 51.233',41° 12.200',0.66,69
3570,259,17.12,359,-100,GV Spi,7.19,"3d 00h 26' 23""",9° 24.176',41° 34.359',0.42,100
3573,259,17.1,354,-95,GV Spi,6.22,"3d 00h 26' 43""",9° 24.175',41° 34.398',0.36,95
3575,259,17.09,349,-90,GV Spi,5.0,"3d 00h 26' 51""",9° 24.173',41° 34.412',0.29,90
3602,259,17.07,269,-10,GV Genois,0.38,"3d 00h 28' 32""",9° 24.401',41° 34.559',0.02,10
3603,259,17.07,269,-10,GV Spi,0.0,"3d 00h 28' 35""",9° 24.401',41° 34.559',0.0,10
3612,259,17.07,80,179,GV 1 Foc 1,2.67,"3d 00h 29' 07""",9° 24.433',41° 34.564',0.16,179
3613,259,17.07,80,179,GV Genois,3.65,"3d 00h 29' 09""",9° 24.436',41° 34.564',0.21,179
3614,259,17.08,80,179,GV Spi,3.65,"3d 00h 29' 11""",9° 24.439',41° 34.565',0.21,179
3616,259,17.08,85,174,GV Spi,6.94,"3d 00h 29' 17""",9° 24.452',41° 34.566',0.41,174
3617,259,17.08,90,169,GV Spi,7.96,"3d 00h 29' 21""",9° 24.461',41° 34.567',0.47,169
3620,259,17.09,95,164,GV Spi,8.83,"3d 00h 29' 26""",9° 24.478',41° 34.566',0.52,164
3624,259,17.1,105,154,GV Spi,9.86,"3d 00h 29' 38""",9° 24.517',41° 34.563',0.58,154
3625,259,17.1,110,149,GV Spi,10.07,"3d 00h 29' 41""",9° 24.529',41° 34.560',0.59,149
3626,259,17.11,110,149,GV Spi,10.08,"3d 00h 29' 44""",9° 24.538',41° 34.558',0.59,149
3627,259,17.11,115,144,GV Spi,10.22,"3d 00h 29' 46""",9° 24.546',41° 34.555',0.6,144
3629,259,17.12,120,139,GV Spi,10.25,"3d 00h 29' 51""",9° 24.562',41° 34.549',0.6,139
3630,259,17.13,125,134,GV Spi,10.22,"3d 00h 29' 55""",9° 24.576',41° 34.543',0.6,134
3632,259,17.14,130,129,GV Spi,10.15,"3d 00h 30' 00""",9° 24.590',41° 34.535',0.59,129
3633,259,17.14,135,124,GV Spi,9.93,"3d 00h 30' 03""",9° 24.600',41° 34.529',0.58,124
3635,259,17.15,140,119,GV Spi,9.63,"3d 00h 30' 08""",9° 24.612',41° 34.520',0.56,119
3637,259,17.16,145,114,GV Spi,9.22,"3d 00h 30' 11""",9° 24.620',41° 34.513',0.54,114
3638,259,17.16,145,114,GV Genois,9.11,"3d 00h 30' 15""",9° 24.626',41° 34.505',0.53,114
3643,259,17.2,120,139,GV Genois,8.78,"3d 00h 30' 37""",9° 24.671',41° 34.459',0.51,139
3645,259,17.21,120,139,GV Spi,10.28,"3d 00h 30' 42""",9° 24.685',41° 34.453',0.6,139
3648,259,17.24,120,139,GV Spi,10.29,"3d 00h 30' 55""",9° 24.727',41° 34.435',0.6,139
3649,259,17.25,150,109,GV Spi,8.65,"3d 00h 31' 00""",9° 24.744',41° 34.427',0.5,109
3650,259,17.25,150,109,GV Genois,9.07,"3d 00h 31' 04""",9° 24.750',41° 34.419',0.53,109
3651,259,17.25,150,109,GV 1 Foc 1,8.53,"3d 00h 31' 05""",9° 24.753',41° 34.416',0.49,109
3653,259,17.26,150,109,GV 2 Foc 2,6.59,"3d 00h 31' 07""",9° 24.756',41° 34.412',0.38,109
3654,259,17.26,150,109,GV 3 Foc 3,3.45,"3d 00h 31' 10""",9° 24.758',41° 34.408',0.2,109
3655,259,17.26,150,109,GV Spi,8.65,"3d 00h 31' 13""",9° 24.762',41° 34.404',0.5,109
3657,259,17.27,155,104,GV Spi,7.9,"3d 00h 31' 15""",9° 24.765',41° 34.400',0.46,104
3658,259,17.27,155,104,GV Genois,9.01,"3d 00h 31' 19""",9° 24.769',41° 34.392',0.52,104
3660,259,17.28,155,104,GV 1 Foc 1,8.48,"3d 00h 31' 22""",9° 24.774',41° 34.385',0.49,104
3661,259,17.28,155,104,GV 2 Foc 2,6.63,"3d 00h 31' 25""",9° 24.777',41° 34.379',0.38,104
3663,259,17.29,155,104,GV 3 Foc 3,3.47,"3d 00h 31' 28""",9° 24.781',41° 34.374',0.2,104
3665,259,17.29,155,104,GV Spi,7.9,"3d 00h 31' 32""",9° 24.783',41° 34.370',0.46,104
3666,259,17.29,160,99,GV Spi,6.94,"3d 00h 31' 33""",9° 24.784',41° 34.368',0.4,99
3668,259,17.3,160,99,GV Genois,8.94,"3d 00h 31' 36""",9° 24.787',41° 34.362',0.52,99
3669,259,17.3,160,99,GV 1 Foc 1,8.43,"3d 00h 31' 40""",9° 24.791',41° 34.354',0.49,99
3671,259,17.31,160,99,GV 2 Foc 2,6.65,"3d 00h 31' 43""",9° 24.795',41° 34.346',0.38,99
3672,259,17.31,160,99,GV 3 Foc 3,3.49,"3d 00h 31' 46""",9° 24.797',41° 34.342',0.2,99
3673,259,17.31,160,99,GV Spi,6.93,"3d 00h 31' 49""",9° 24.798',41° 34.339',0.4,99
3677,259,17.32,165,94,GV Genois,5.88,"3d 00h 31' 54""",9° 24.803',41° 34.330',0.34,94
3682,259,17.33,165,94,GV 2 Foc 2,6.64,"3d 00h 32' 01""",9° 24.809',41° 34.314',0.38,94
3684,259,17.34,165,94,GV 3 Foc 3,3.5,"3d 00h 32' 05""",9° 24.811',41° 34.308',0.2,94
3685,259,17.34,165,94,GV Spi,5.87,"3d 00h 32' 07""",9° 24.811',41° 34.306',0.34,94
3686,259,17.34,170,89,GV Spi,4.58,"3d 00h 32' 09""",9° 24.813',41° 34.302',0.26,89
3687,259,17.34,170,89,GV Genois,8.75,"3d 00h 32' 13""",9° 24.814',41° 34.297',0.5,89
3689,259,17.35,170,89,GV 1 Foc 1,8.3,"3d 00h 32' 18""",9° 24.817',41° 34.284',0.48,89
3691,259,17.36,170,89,GV 2 Foc 2,6.59,"3d 00h 32' 24""",9° 24.820',41° 34.271',0.38,89
3693,259,17.37,170,89,GV 3 Foc 3,3.52,"3d 00h 32' 29""",9° 24.822',41° 34.263',0.2,89
3694,259,17.37,175,84,GV 3 Foc 3,3.48,"3d 00h 32' 33""",9° 24.823',41° 34.259',0.2,84
3695,259,17.37,175,84,GV Spi,3.14,"3d 00h 32' 38""",9° 24.823',41° 34.255',0.18,84
3696,259,17.37,175,84,GV Genois,8.66,"3d 00h 32' 41""",9° 24.824',41° 34.250',0.5,84
3698,259,17.38,175,84,GV 1 Foc 1,8.21,"3d 00h 32' 44""",9° 24.825',41° 34.243',0.47,84
3700,259,17.39,175,84,GV 2 Foc 2,6.55,"3d 00h 32' 49""",9° 24.826',41° 34.233',0.38,84
3701,259,17.39,175,84,GV 3 Foc 3,3.51,"3d 00h 32' 52""",9° 24.827',41° 34.227',0.2,84
3702,259,17.39,170,89,GV 3 Foc 3,3.56,"3d 00h 32' 57""",9° 24.827',41° 34.223',0.2,89
3707,259,17.4,180,79,GV 2 Foc 2,6.47,"3d 00h 33' 06""",9° 24.829',41° 34.213',0.37,79
3708,259,17.4,180,79,GV 1 Foc 1,8.11,"3d 00h 33' 08""",9° 24.829',41° 34.209',0.47,79
3709,259,17.41,180,79,GV Genois,8.11,"3d 00h 33' 11""",9° 24.829',41° 34.202',0.47,79
3711,259,17.41,180,79,GV Spi,1.79,"3d 00h 33' 15""",9° 24.829',41° 34.194',0.1,79
3712,259,17.41,179,80,GV Spi,1.96,"3d 00h 33' 22""",9° 24.829',41° 34.191',0.11,80
3714,259,17.42,177,82,GV Spi,2.54,"3d 00h 33' 28""",9° 24.829',41° 34.187',0.15,82
3717,259,17.42,173,86,GV Spi,3.68,"3d 00h 33' 34""",9° 24.829',41° 34.182',0.21,86
3719,259,17.42,171,88,GV Spi,4.25,"3d 00h 33' 39""",9° 24.830',41° 34.177',0.24,88
3724,259,17.43,167,92,GV Spi,5.32,"3d 00h 33' 45""",9° 24.832',41° 34.170',0.31,92
3725,259,17.43,165,94,GV Spi,5.83,"3d 00h 33' 48""",9° 24.834',41° 34.165',0.33,94
3732,259,17.44,159,100,GV Spi,7.1,"3d 00h 34' 00""",9° 24.842',41° 34.145',0.41,100
3751,259,17.58,154,105,GV Spi,8.04,"3d 00h 35' 35""",9° 24.932',41° 33.970',0.46,105
3753,259,17.59,149,110,GV Spi,8.77,"3d 00h 35' 41""",9° 24.941',41° 33.957',0.5,110
3758,259,17.61,139,120,GV Spi,9.76,"3d 00h 35' 51""",9° 24.960',41° 33.937',0.55,119
3759,259,17.61,137,122,GV Spi,9.89,"3d 00h 35' 56""",9° 24.971',41° 33.927',0.56,122
3762,259,17.63,135,124,GV Spi,10.03,"3d 00h 36' 02""",9° 24.986',41° 33.915',0.57,124
3763,259,17.64,133,126,GV Spi,10.03,"3d 00h 36' 06""",9° 24.998',41° 33.906',0.57,126
3769,259,17.66,131,128,GV Spi,10.24,"3d 00h 36' 19""",9° 25.033',41° 33.882',0.58,128
3772,259,17.67,129,130,GV Spi,10.34,"3d 00h 36' 23""",9° 25.046',41° 33.873',0.59,130
3774,259,17.68,127,132,GV Spi,10.36,"3d 00h 36' 28""",9° 25.061',41° 33.865',0.59,132
3780,259,17.73,127,132,GV Spi,10.38,"3d 00h 36' 53""",9° 25.135',41° 33.823',0.59,132
3784,259,17.74,180,79,GV Spi,1.56,"3d 00h 37' 04""",9° 25.155',41° 33.812',0.09,79
3785,259,17.74,179,80,GV Spi,1.71,"3d 00h 37' 05""",9° 25.155',41° 33.811',0.1,80
3786,259,17.74,179,80,GV Genois,8.59,"3d 00h 37' 06""",9° 25.155',41° 33.809',0.48,80
3789,259,17.76,174,85,GV Genois,8.72,"3d 00h 37' 20""",9° 25.156',41° 33.777',0.49,85
3793,259,17.78,169,90,GV Genois,8.81,"3d 00h 37' 30""",9° 25.160',41° 33.751',0.5,90
3794,259,17.79,164,95,GV Genois,8.92,"3d 00h 37' 35""",9° 25.163',41° 33.740',0.5,95
3798,259,17.81,159,100,GV Genois,9.01,"3d 00h 37' 51""",9° 25.178',41° 33.703',0.51,100
3800,259,17.82,154,105,GV Genois,9.07,"3d 00h 37' 56""",9° 25.185',41° 33.690',0.51,105
3802,259,17.83,149,110,GV Genois,9.14,"3d 00h 38' 00""",9° 25.190',41° 33.682',0.51,110
3804,259,17.84,144,115,GV Genois,9.18,"3d 00h 38' 05""",9° 25.199',41° 33.672',0.51,115
3808,259,17.86,139,120,GV Genois,9.2,"3d 00h 38' 16""",9° 25.222',41° 33.648',0.52,119
3811,259,17.87,134,125,GV Genois,9.19,"3d 00h 38' 21""",9° 25.232',41° 33.640',0.51,125
3816,259,17.89,124,135,GV Genois,9.02,"3d 00h 38' 33""",9° 25.265',41° 33.619',0.5,135
3818,259,17.9,119,140,GV Genois,8.85,"3d 00h 38' 39""",9° 25.281',41° 33.611',0.49,140
3820,259,17.91,114,145,GV Genois,8.57,"3d 00h 38' 46""",9° 25.300',41° 33.603',0.48,145
3822,259,17.92,109,150,GV Genois,8.21,"3d 00h 38' 52""",9° 25.317',41° 33.598',0.46,150
3824,259,17.93,104,155,GV Genois,7.69,"3d 00h 38' 57""",9° 25.333',41° 33.594',0.43,155
3826,259,17.94,99,160,GV Genois,7.05,"3d 00h 39' 04""",9° 25.353',41° 33.590',0.39,160
3827,259,17.94,94,165,GV Genois,6.32,"3d 00h 39' 10""",9° 25.367',41° 33.588',0.35,165
3829,259,17.95,89,170,GV Genois,5.51,"3d 00h 39' 15""",9° 25.380',41° 33.588',0.31,169
3831,259,17.95,84,175,GV Genois,4.61,"3d 00h 39' 26""",9° 25.400',41° 33.588',0.26,175
3833,259,17.96,259,0,GV Genois,0.0,"3d 00h 39' 31""",9° 25.408',41° 33.589',0.0,0
3835,259,17.96,80,179,GV Genois,3.89,"3d 00h 39' 34""",9° 25.409',41° 33.589',0.22,179
3867,259,17.94,289,-30,GV Genois,4.95,"3d 00h 41' 07""",9° 25.557',41° 33.689',0.28,30
3872,259,17.93,359,-100,GV Genois,9.02,"3d 00h 41' 19""",9° 25.558',41° 33.714',0.5,100
3873,259,17.92,359,-100,GV Genois,9.01,"3d 00h 41' 20""",9° 25.558',41° 33.716',0.5,100
3876,259,17.91,354,-95,GV Genois,8.93,"3d 00h 41' 28""",9° 25.557',41° 33.737',0.5,95
3877,259,17.91,354,-95,GV 1 Foc 1,8.6,"3d 00h 41' 31""",9° 25.556',41° 33.745',0.48,95
3879,259,17.9,354,-95,GV 2 Foc 2,7.08,"3d 00h 41' 37""",9° 25.554',41° 33.758',0.4,95
3882,259,17.89,354,-95,GV 3 Foc 3,4.34,"3d 00h 41' 40""",9° 25.553',41° 33.765',0.24,95
3884,259,17.89,354,-95,GV Genois,8.93,"3d 00h 41' 46""",9° 25.552',41° 33.773',0.5,95
3886,259,17.88,349,-90,GV Genois,8.82,"3d 00h 41' 49""",9° 25.551',41° 33.780',0.49,90
3887,259,17.88,349,-90,GV Spi,4.56,"3d 00h 41' 50""",9° 25.550',41° 33.783',0.26,90
3888,259,17.88,349,-90,GV 1 Foc 1,8.5,"3d 00h 41' 55""",9° 25.548',41° 33.790',0.48,90
3890,259,17.87,349,-90,GV 2 Foc 2,6.98,"3d 00h 42' 00""",9° 25.546',41° 33.800',0.39,90
3891,259,17.86,349,-90,GV 2 Foc 2,6.97,"3d 00h 42' 03""",9° 25.544',41° 33.806',0.39,90
3892,259,17.86,349,-90,GV 3 Foc 3,4.27,"3d 00h 42' 04""",9° 25.544',41° 33.808',0.24,90
3897,259,17.85,344,-85,GV Genois,8.73,"3d 00h 42' 12""",9° 25.540',41° 33.821',0.49,85
3898,259,17.85,339,-80,GV Genois,8.6,"3d 00h 42' 15""",9° 25.537',41° 33.829',0.48,80
3900,259,17.84,334,-75,GV Genois,8.47,"3d 00h 42' 20""",9° 25.531',41° 33.839',0.47,75
3902,259,17.83,329,-70,GV Genois,8.3,"3d 00h 42' 24""",9° 25.525',41° 33.849',0.47,69
3903,259,17.82,324,-65,GV Genois,8.12,"3d 00h 42' 29""",9° 25.518',41° 33.858',0.46,64
3904,259,17.82,319,-60,GV Genois,7.93,"3d 00h 42' 34""",9° 25.509',41° 33.866',0.45,59
3906,259,17.81,314,-55,GV Genois,7.72,"3d 00h 42' 38""",9° 25.501',41° 33.874',0.43,55
3911,259,17.79,304,-45,GV Genois,7.11,"3d 00h 42' 48""",9° 25.479',41° 33.888',0.4,45
3917,259,17.49,299,-40,GV Spi,10.37,"3d 00h 48' 44""",9° 25.447',41° 34.367',0.59,40
3919,259,17.49,299,-40,GV Genois,6.65,"3d 00h 48' 48""",9° 25.444',41° 34.368',0.38,40
3921,259,17.48,299,-40,GV 1 Foc 1,6.36,"3d 00h 48' 51""",9° 25.437',41° 34.371',0.36,40
3922,259,17.48,299,-40,GV 2 Foc 2,4.78,"3d 00h 48' 53""",9° 25.433',41° 34.372',0.27,40
3923,259,17.48,299,-40,GV 3 Foc 3,2.78,"3d 00h 48' 56""",9° 25.429',41° 34.374',0.16,40
3925,259,17.48,294,-35,GV 3 Foc 3,2.54,"3d 00h 49' 00""",9° 25.425',41° 34.375',0.15,35
3926,259,17.48,294,-35,GV 2 Foc 2,4.27,"3d 00h 49' 02""",9° 25.424',41° 34.376',0.24,35
3927,259,17.47,294,-35,GV 1 Foc 1,5.68,"3d 00h 49' 05""",9° 25.419',41° 34.377',0.33,35
3928,259,17.47,294,-35,GV Genois,5.93,"3d 00h 49' 07""",9° 25.415',41° 34.379',0.34,35
3933,259,17.47,289,-30,GV Genois,4.95,"3d 00h 49' 15""",9° 25.409',41° 34.381',0.28,30
3934,259,17.47,289,-30,GV 1 Foc 1,4.69,"3d 00h 49' 17""",9° 25.405',41° 34.382',0.27,30
3935,259,17.47,289,-30,GV 2 Foc 2,3.54,"3d 00h 49' 20""",9° 25.401',41° 34.383',0.2,30
3937,259,17.46,289,-30,GV 3 Foc 3,2.11,"3d 00h 49' 23""",9° 25.398',41° 34.384',0.12,30
3938,259,17.46,284,-25,GV 3 Foc 3,1.57,"3d 00h 49' 26""",9° 25.395',41° 34.384',0.09,24
3939,259,17.46,284,-25,GV 2 Foc 2,2.6,"3d 00h 49' 28""",9° 25.394',41° 34.384',0.15,24
3940,259,17.46,284,-25,GV 1 Foc 1,3.45,"3d 00h 49' 31""",9° 25.392',41° 34.385',0.2,24
3941,259,17.46,284,-25,GV Genois,3.64,"3d 00h 49' 34""",9° 25.388',41° 34.386',0.21,24
3942,259,17.46,284,-25,GV Spi,0.0,"3d 00h 49' 37""",9° 25.385',41° 34.386',0.0,24
3944,259,17.46,279,-20,GV Genois,2.1,"3d 00h 49' 42""",9° 25.384',41° 34.386',0.12,19
3945,259,17.46,279,-20,GV 1 Foc 1,1.93,"3d 00h 49' 45""",9° 25.382',41° 34.386',0.11,19
3946,259,17.46,279,-20,GV 2 Foc 2,1.54,"3d 00h 49' 47""",9° 25.381',41° 34.387',0.09,19
3949,259,17.46,274,-15,GV 3 Foc 3,0.43,"3d 00h 49' 53""",9° 25.379',41° 34.387',0.02,14
3950,259,17.46,274,-15,GV 2 Foc 2,0.77,"3d 00h 49' 56""",9° 25.378',41° 34.387',0.04,14
3951,259,17.46,274,-15,GV 1 Foc 1,0.97,"3d 00h 49' 58""",9° 25.377',41° 34.387',0.06,14
3957,259,17.45,339,-80,GV 3 Foc 3,3.56,"3d 00h 50' 14""",9° 25.369',41° 34.394',0.2,80
3958,259,17.45,339,-80,GV 2 Foc 2,3.55,"3d 00h 50' 16""",9° 25.368',41° 34.396',0.2,80
3960,259,17.44,339,-80,GV 1 Foc 1,8.15,"3d 00h 50' 18""",9° 25.366',41° 34.401',0.47,80
3963,259,17.44,344,-85,GV Spi,3.38,"3d 00h 50' 24""",9° 25.363',41° 34.407',0.19,85
